id_venue,name_venue,type_venue
id_QUDOS@SIGSOFT FSE,QUDOS@SIGSOFT FSE,proceed
id_QUOVADIS@ICSE,QUOVADIS@ICSE,proceed
id_QUeST@GIS,QUeST@GIS,proceed
id_QoMEX,QoMEX,proceed
id_QoP,QoP,proceed
id_QoS-IP,QoS-IP,proceed
id_QoSA,QoSA,proceed
id_QoSA/ISARCS,QoSA/ISARCS,proceed
id_QoSA/SOQUA,QoSA/SOQUA,proceed
id_QofIS,QofIS,proceed
id_QofIS Final Report,QofIS Final Report,proceed
id_QuASoQ/TDA@APSEC,QuASoQ/TDA@APSEC,proceed
id_QuASoQ/WAWSE/CMCE@APSEC,QuASoQ/WAWSE/CMCE@APSEC,proceed
id_QuASoQ/WAWSE/CMSE@APSEC,QuASoQ/WAWSE/CMSE@APSEC,proceed
id_QuASoQ@APSEC,QuASoQ@APSEC,proceed
id_QuWeDa@ISWC,QuWeDa@ISWC,proceed
id_QuaCon,QuaCon,proceed
id_QuaRAP@RE,QuaRAP@RE,proceed
id_Quadratic Assignment and Related Problems,Quadratic Assignment and Related Problems,proceed
id_Quality Education @ a Distance,Quality Education @ a Distance,proceed
id_Quality Estimation for Machine Translation,Quality Estimation for Machine Translation,proceed
id_Quality Issues in the Management of Web Information,Quality Issues in the Management of Web Information,proceed
id_Quality Measures in Data Mining,Quality Measures in Data Mining,proceed
id_Quality of Experience,Quality of Experience,proceed
id_Quality of Numerical Software,Quality of Numerical Software,proceed
id_Quality of Protection,Quality of Protection,proceed
id_Quality of Service in Wireless Networks Over Unlicensed Spectrum,Quality of Service in Wireless Networks Over Unlicensed Spectrum,proceed
id_Quantitative Aspects of Embedded Systems,Quantitative Aspects of Embedded Systems,proceed
id_Quantitative Information Fusion for Hydrological Sciences,Quantitative Information Fusion for Hydrological Sciences,proceed
id_Quantitative Linguistik / Quantitative Linguistics,Quantitative Linguistik / Quantitative Linguistics,proceed
id_Quantitative Models: Expressiveness and Analysis,Quantitative Models: Expressiveness and Analysis,proceed
id_Quantitative Neurophysiology,Quantitative Neurophysiology,proceed
id_Quantitative Software Design,Quantitative Software Design,proceed
id_Quantitative and Qualitative Analysis of Network Protocols,Quantitative and Qualitative Analysis of Network Protocols,proceed
id_Quantum Computer Science,Quantum Computer Science,proceed
id_Quantum Computing for Computer Architects,Quantum Computing for Computer Architects,proceed
id_Quantum Computing for Computer Architects, Second Edition,Quantum Computing for Computer Architects, Second Edition,proceed
id_Quantum Cryptography and Computing,Quantum Cryptography and Computing,proceed
id_Quantum Inspired Intelligent Systems,Quantum Inspired Intelligent Systems,proceed
id_Quantum Radar,Quantum Radar,proceed
id_Quantum Robotics,Quantum Robotics,proceed
id_Quantum Walks for Computer Scientists,Quantum Walks for Computer Scientists,proceed
id_QuantumComm,QuantumComm,proceed
id_Query Processing for Advanced Database Systems, Dagstuhl,Query Processing for Advanced Database Systems, Dagstuhl,proceed
id_Query Processing in Database Systems,Query Processing in Database Systems,proceed
id_Query Processing over Incomplete Databases,Query Processing over Incomplete Databases,proceed
id_Query Processing over Uncertain Databases,Query Processing over Uncertain Databases,proceed
id_Querying Graphs,Querying Graphs,proceed
id_Qurator,Qurator,proceed
id_RAAD,RAAD,proceed
id_RAAI Summer School,RAAI Summer School,proceed
id_RACES@SPLASH,RACES@SPLASH,proceed
id_RACS,RACS,proceed
id_RADAR+EMISA@CAiSE,RADAR+EMISA@CAiSE,proceed
id_RAID,RAID,proceed
id_RAISE,RAISE,proceed
id_RAISE@ICSE,RAISE@ICSE,proceed
id_RAIT,RAIT,proceed
id_RAM,RAM,proceed
id_RAM-SE,RAM-SE,proceed
id_RAM-SE@ECOOP,RAM-SE@ECOOP,proceed
id_RAM/CIS,RAM/CIS,proceed
id_RAMBO+BIA+TIA@MICCAI,RAMBO+BIA+TIA@MICCAI,proceed
id_RAMBO+HVSMR@MICCAI,RAMBO+HVSMR@MICCAI,proceed
id_RAMICS,RAMICS,proceed
id_RAMiCS,RAMiCS,proceed
id_RANDOM,RANDOM,proceed
id_RANDOM-APPROX,RANDOM-APPROX,proceed
id_RANLP,RANLP,proceed
id_RANLP Student Research Workshop,RANLP Student Research Workshop,proceed
id_RANLP Text Mining Workshop,RANLP Text Mining Workshop,proceed
id_RAODMAP@COLING,RAODMAP@COLING,proceed
id_RAPIDO,RAPIDO,proceed
id_RAPIDO@HiPEAC,RAPIDO@HiPEAC,proceed
id_RASLAN,RASLAN,proceed
id_RASTA,RASTA,proceed
id_RBAC,RBAC,proceed
id_RC,RC,proceed
id_RCAR,RCAR,proceed
id_RCDL,RCDL,proceed
id_RCIS,RCIS,proceed
id_RCLP,RCLP,proceed
id_RCRA,RCRA,proceed
id_RCRA/RiCeRcA@AI*IA,RCRA/RiCeRcA@AI*IA,proceed
id_RCRA/RiCeRcA@AIIA,RCRA/RiCeRcA@AIIA,proceed
id_RCRA@AI*IA,RCRA@AI*IA,proceed
id_RCRA@CPAIOR,RCRA@CPAIOR,proceed
id_RCRA@FLoC,RCRA@FLoC,proceed
id_RCoSE,RCoSE,proceed
id_RCoSE-DDrEE@ICSE,RCoSE-DDrEE@ICSE,proceed
id_RCoSE@ICSE,RCoSE@ICSE,proceed
id_RE,RE,proceed
id_RE Workshops,RE Workshops,proceed
id_RE4SuSy@RE,RE4SuSy@RE,proceed
id_RE@RunTime,RE@RunTime,proceed
id_REACTION,REACTION,proceed
id_REALMAN@MobiHoc,REALMAN@MobiHoc,proceed
id_REALWSN,REALWSN,proceed
id_REBLS@SPLASH,REBLS@SPLASH,proceed
id_REBPM,REBPM,proceed
id_RECOMB,RECOMB,proceed
id_RECOMB-CG,RECOMB-CG,proceed
id_RED,RED,proceed
id_RED@ESWC,RED@ESWC,proceed
id_REET,REET,proceed
id_REET@RE,REET@RE,proceed
id_REFSQ,REFSQ,proceed
id_REFSQ Workshops,REFSQ Workshops,proceed
id_REHAB,REHAB,proceed
id_REHAB (Revised Selected Papers),REHAB (Revised Selected Papers),proceed
id_RELATIONS@IWCS,RELATIONS@IWCS,proceed
id_RELAW,RELAW,proceed
id_RELENG@ICSE,RELENG@ICSE,proceed
id_RELMS@ACL,RELMS@ACL,proceed
id_RES4ANT@DATE,RES4ANT@DATE,proceed
id_RESACS@RE,RESACS@RE,proceed
id_RESC,RESC,proceed
id_RESS,RESS,proceed
id_REST: From Research to Practice,REST: From Research to Practice,proceed
id_RET,RET,proceed
id_RET@ICSE,RET@ICSE,proceed
id_RETech@ICMR,RETech@ICMR,proceed
id_REV,REV,proceed
id_REVOTE,REVOTE,proceed
id_REWERSE,REWERSE,proceed
id_REX School/Symposium,REX School/Symposium,proceed
id_REX Workshop,REX Workshop,proceed
id_RFID,RFID,proceed
id_RFID Explained,RFID Explained,proceed
id_RFID Security and Privacy,RFID Security and Privacy,proceed
id_RFID-TA,RFID-TA,proceed
id_RFIDSec,RFIDSec,proceed
id_RFIDSec Asia,RFIDSec Asia,proceed
id_RFMIR@ICMI,RFMIR@ICMI,proceed
id_RGU,RGU,proceed
id_RIAO,RIAO,proceed
id_RICE,RICE,proceed
id_RIDE,RIDE,proceed
id_RIDE-ADS,RIDE-ADS,proceed
id_RIDE-DM,RIDE-DM,proceed
id_RIDE-DOM,RIDE-DOM,proceed
id_RIDE-IMS,RIDE-IMS,proceed
id_RIDE-NDS,RIDE-NDS,proceed
id_RIDE-TQP,RIDE-TQP,proceed
id_RIIFORUM,RIIFORUM,proceed
id_RIIT,RIIT,proceed
id_RIMS Symposia on Software Science and Engineering,RIMS Symposia on Software Science and Engineering,proceed
id_RIMS Symposium on Software Science and Engineering,RIMS Symposium on Software Science and Engineering,proceed
id_RISE,RISE,proceed
id_RISK,RISK,proceed
id_RISK@ICTSS,RISK@ICTSS,proceed
id_RISSEF,RISSEF,proceed
id_RITT,RITT,proceed
id_RIVF,RIVF,proceed
id_RIoT,RIoT,proceed
id_RJCIA,RJCIA,proceed
id_RMC,RMC,proceed
id_RMC@ICWE,RMC@ICWE,proceed
id_RML@ICLR,RML@ICLR,proceed
id_RMSE@RecSys,RMSE@RecSys,proceed
id_RNDM,RNDM,proceed
id_RNDM@WMNC,RNDM@WMNC,proceed
id_RNO-AI@MICCAI,RNO-AI@MICCAI,proceed
id_RO,RO,proceed
id_RO-MAN,RO-MAN,proceed
id_ROBIO,ROBIO,proceed
id_ROBOCOMM,ROBOCOMM,proceed
id_ROBOT (1),ROBOT (1),proceed
id_ROBOT (2),ROBOT (2),proceed
id_ROBOTIK,ROBOTIK,proceed
id_ROCAI,ROCAI,proceed
id_ROCKS,ROCKS,proceed
id_ROCLING,ROCLING,proceed
id_ROCLING (1),ROCLING (1),proceed
id_ROCLING (2),ROCLING (2),proceed
id_ROCLING (Posters),ROCLING (Posters),proceed
id_ROCOND,ROCOND,proceed
id_RODBH,RODBH,proceed
id_RODIN Book,RODIN Book,proceed
id_ROMISE Winter School,ROMISE Winter School,proceed
id_ROOM,ROOM,proceed
id_ROSATEA,ROSATEA,proceed
id_ROSE,ROSE,proceed
id_ROSS@HPDC,ROSS@HPDC,proceed
id_ROSS@ICS,ROSS@ICS,proceed
id_ROTOT (1),ROTOT (1),proceed
id_RP,RP,proceed
id_RR,RR,proceed
id_RRNR,RRNR,proceed
id_RRPR,RRPR,proceed
id_RRPR@ICPR,RRPR@ICPR,proceed
id_RSCTC,RSCTC,proceed
id_RSEISP,RSEISP,proceed
id_RSFDGrC,RSFDGrC,proceed
id_RSFDGrC (1),RSFDGrC (1),proceed
id_RSFDGrC (2),RSFDGrC (2),proceed
id_RSFF,RSFF,proceed
id_RSKD,RSKD,proceed
id_RSKT,RSKT,proceed
id_RSP,RSP,proceed
id_RSP+QuWeDa@ESWC,RSP+QuWeDa@ESWC,proceed
id_RSSE@ICSE,RSSE@ICSE,proceed
id_RSSE@SIGSOFT FSE,RSSE@SIGSOFT FSE,proceed
id_RSSRail,RSSRail,proceed
id_RSWeb@RecSys,RSWeb@RecSys,proceed
id_RTA,RTA,proceed
id_RTA-CSIT,RTA-CSIT,proceed
id_RTA-TLCA,RTA-TLCA,proceed
id_RTAS,RTAS,proceed
id_RTCSA,RTCSA,proceed
id_RTCSA (1),RTCSA (1),proceed
id_RTCSA (2),RTCSA (2),proceed
id_RTDB,RTDB,proceed
id_RTIP2R,RTIP2R,proceed
id_RTIP2R (1),RTIP2R (1),proceed
id_RTIP2R (2),RTIP2R (2),proceed
id_RTIP2R (3),RTIP2R (3),proceed
id_RTNS,RTNS,proceed
id_RTRTS,RTRTS,proceed
id_RTS,RTS,proceed
id_RTSI,RTSI,proceed
id_RTSS,RTSS,proceed
id_RTcMAS@IJCAI,RTcMAS@IJCAI,proceed
id_RUE@RecSys,RUE@RecSys,proceed
id_RULE,RULE,proceed
id_RV,RV,proceed
id_RV-CuBES,RV-CuBES,proceed
id_RVSP,RVSP,proceed
id_RWDSL@CGO,RWDSL@CGO,proceed
id_RWS,RWS,proceed
id_Rainbow of Computer Science,Rainbow of Computer Science,proceed
id_Random Testing,Random Testing,proceed
id_Randomization Methods in Algorithm Design,Randomization Methods in Algorithm Design,proceed
id_Ranked XML Querying,Ranked XML Querying,proceed
id_Rare Event Simulation using Monte Carlo Methods,Rare Event Simulation using Monte Carlo Methods,proceed
id_ReCoSoC,ReCoSoC,proceed
id_ReCogErg@ECCC,ReCogErg@ECCC,proceed
id_ReCogErg@ECCE,ReCogErg@ECCE,proceed
id_ReConFig,ReConFig,proceed
id_ReMo2V,ReMo2V,proceed
id_RePa,RePa,proceed
id_RePa@RE,RePa@RE,proceed
id_RePriCo,RePriCo,proceed
id_ReQuEST@ASPLOS,ReQuEST@ASPLOS,proceed
id_ReTIS,ReTIS,proceed
id_ReTIeL,ReTIeL,proceed
id_Reading and Learning,Reading and Learning,proceed
id_Reading and Writing the Electronic Book,Reading and Writing the Electronic Book,proceed
id_Readings in Music and Artificial Intelligence,Readings in Music and Artificial Intelligence,proceed
id_Real Applications@ACL/EACL,Real Applications@ACL/EACL,proceed
id_Real Computation and Complexity,Real Computation and Complexity,proceed
id_Real-Time Database Systems,Real-Time Database Systems,proceed
id_Real-Time Image Processing,Real-Time Image Processing,proceed
id_Real-Time Image and Video Processing,Real-Time Image and Video Processing,proceed
id_Real-Time Image and Video Processing: From Research to Reality,Real-Time Image and Video Processing: From Research to Reality,proceed
id_Real-Time Massive Model Rendering,Real-Time Massive Model Rendering,proceed
id_Real-Time Road Profile Identification and Monitoring,Real-Time Road Profile Identification and Monitoring,proceed
id_RealWSN@SenSys,RealWSN@SenSys,proceed
id_Realigning Research and Practice in Information Systems Development,Realigning Research and Practice in Information Systems Development,proceed
id_Reasonableness and Effectiveness in Argumentative Discourse,Reasonableness and Effectiveness in Argumentative Discourse,proceed
id_Reasoning Web,Reasoning Web,proceed
id_Reasoning with Probabilistic and Deterministic Graphical Models (2nd Edition),Reasoning with Probabilistic and Deterministic Graphical Models (2nd Edition),proceed
id_Reasoning with Probabilistic and Deterministic Graphical Models: Exact Algorithms,Reasoning with Probabilistic and Deterministic Graphical Models: Exact Algorithms,proceed
id_Reasoning with Uncertainty in Robotics,Reasoning with Uncertainty in Robotics,proceed
id_Reasoning, Action and Interaction in AI Theories and Systems,Reasoning, Action and Interaction in AI Theories and Systems,proceed
id_RecSys,RecSys,proceed
id_RecSys (Late-Breaking Results),RecSys (Late-Breaking Results),proceed
id_RecSys Challenge,RecSys Challenge,proceed
id_RecSys Posters,RecSys Posters,proceed
id_RecSysKTL,RecSysKTL,proceed
id_RecSysTEL@EC-TEL,RecSysTEL@EC-TEL,proceed
id_RecSysTEL@RecSys,RecSysTEL@RecSys,proceed
id_RecTemp@RecSys,RecTemp@RecSys,proceed
id_RecTour@RecSys,RecTour@RecSys,proceed
id_Recent Advances In Harmony Search Algorithm,Recent Advances In Harmony Search Algorithm,proceed
id_Recent Advances in Ambient Assisted Living,Recent Advances in Ambient Assisted Living,proceed
id_Recent Advances in Automation, Robotics and Measuring Techniques,Recent Advances in Automation, Robotics and Measuring Techniques,proceed
id_Recent Advances in Computational Intelligence,Recent Advances in Computational Intelligence,proceed
id_Recent Advances in Computational Intelligence in Defense and Security,Recent Advances in Computational Intelligence in Defense and Security,proceed
id_Recent Advances in Computational Optimization,Recent Advances in Computational Optimization,proceed
id_Recent Advances in Computer Vision,Recent Advances in Computer Vision,proceed
id_Recent Advances in Evolutionary Computation for Combinatorial Optimization,Recent Advances in Evolutionary Computation for Combinatorial Optimization,proceed
id_Recent Advances in Evolutionary Multi-objective Optimization,Recent Advances in Evolutionary Multi-objective Optimization,proceed
id_Recent Advances in Formal Languages and Applications,Recent Advances in Formal Languages and Applications,proceed
id_Recent Advances in Information Hiding and Applications,Recent Advances in Information Hiding and Applications,proceed
id_Recent Advances in Intelligent Engineering Systems,Recent Advances in Intelligent Engineering Systems,proceed
id_Recent Advances in Intrusion Detection,Recent Advances in Intrusion Detection,proceed
id_Recent Advances in Learning and Control,Recent Advances in Learning and Control,proceed
id_Recent Advances in Nonlinear Dynamics and Synchronization,Recent Advances in Nonlinear Dynamics and Synchronization,proceed
id_Recent Advances in Swarm Intelligence and Evolutionary Computation,Recent Advances in Swarm Intelligence and Evolutionary Computation,proceed
id_Recent Advances in the 3D Physiological Human,Recent Advances in the 3D Physiological Human,proceed
id_Recent Advances on Hybrid Approaches for Designing Intelligent Systems,Recent Advances on Hybrid Approaches for Designing Intelligent Systems,proceed
id_Recent Advances on Hybrid Intelligent Systems,Recent Advances on Hybrid Intelligent Systems,proceed
id_Recent Contributions to Quantitative Linguistics,Recent Contributions to Quantitative Linguistics,proceed
id_Recent Developments in Computational Collective Intelligence,Recent Developments in Computational Collective Intelligence,proceed
id_Recent Developments in the Ordered Weighted Averaging Operators,Recent Developments in the Ordered Weighted Averaging Operators,proceed
id_Recent Issues in Pattern Analysis and Recognition,Recent Issues in Pattern Analysis and Recognition,proceed
id_Recent Topics in Mathematical and Computational Linguistics,Recent Topics in Mathematical and Computational Linguistics,proceed
id_Rechner- und sensorgestützte Chirurgie,Rechner- und sensorgestützte Chirurgie,proceed
id_Rechnergestützter Entwurf und Architektur mikroelektronischer Systeme,Rechnergestützter Entwurf und Architektur mikroelektronischer Systeme,proceed
id_Rechnernetze und Datenfernverarbeitung,Rechnernetze und Datenfernverarbeitung,proceed
id_Rechnerunterstütztes Entwerfen und Konstruieren (CAD),Rechnerunterstütztes Entwerfen und Konstruieren (CAD),proceed
id_Recognition of Humans and Their Activities Using Video,Recognition of Humans and Their Activities Using Video,proceed
id_Recognizing Textual Entailment: Models and Applications,Recognizing Textual Entailment: Models and Applications,proceed
id_Recommendation Systems in Software Engineering,Recommendation Systems in Software Engineering,proceed
id_Recommendation and Search in Social Networks,Recommendation and Search in Social Networks,proceed
id_Recommender Systems Handbook,Recommender Systems Handbook,proceed
id_Recommender Systems for Technology Enhanced Learning,Recommender Systems for Technology Enhanced Learning,proceed
id_Recommender Systems for the Social Web,Recommender Systems for the Social Web,proceed
id_Reconfigurable Antennas,Reconfigurable Antennas,proceed
id_Reconstruction-Free Compressive Vision for Surveillance Applications,Reconstruction-Free Compressive Vision for Surveillance Applications,proceed
id_Recurrent Neural Networks,Recurrent Neural Networks,proceed
id_Reduction of a Ship's Magnetic Field Signatures,Reduction of a Ship's Magnetic Field Signatures,proceed
id_Referenzmodellierung,Referenzmodellierung,proceed
id_Refine,Refine,proceed
id_Refine@FM,Refine@FM,proceed
id_Refine@IFM,Refine@IFM,proceed
id_Refinement Based Methods for the Construction of Dependable Systems,Refinement Based Methods for the Construction of Dependable Systems,proceed
id_Reflection,Reflection,proceed
id_Reflection and Software Engineering,Reflection and Software Engineering,proceed
id_Reflections on the History of Computers in Education,Reflections on the History of Computers in Education,proceed
id_Reflections on the History of Computing,Reflections on the History of Computing,proceed
id_Reflections on the Teaching of Programming,Reflections on the Teaching of Programming,proceed
id_Reflections on the Work of C. A. R. Hoare,Reflections on the Work of C. A. R. Hoare,proceed
id_Registration and Recognition in Images and Videos,Registration and Recognition in Images and Videos,proceed
id_Regulatory Genomics,Regulatory Genomics,proceed
id_Reinforcement Learning,Reinforcement Learning,proceed
id_RelMiCS,RelMiCS,proceed
id_Relating Software Requirements and Architectures,Relating Software Requirements and Architectures,proceed
id_Relating System Quality and Software Architecture,Relating System Quality and Software Architecture,proceed
id_Relational Databases and their Extensions,Relational Databases and their Extensions,proceed
id_Relational Methods in Computer Science,Relational Methods in Computer Science,proceed
id_Relational and XML Data Exchange,Relational and XML Data Exchange,proceed
id_Relationships, Objects, Roles, and Queries in Modern Programming Languages,Relationships, Objects, Roles, and Queries in Modern Programming Languages,proceed
id_Relativistic Flight Mechanics and Space Travel,Relativistic Flight Mechanics and Space Travel,proceed
id_Relevant Theory and Informed Practice,Relevant Theory and Informed Practice,proceed
id_Reliability Of Computer And Communication Networks,Reliability Of Computer And Communication Networks,proceed
id_Reliability and Optimization of Structural Systems,Reliability and Optimization of Structural Systems,proceed
id_Reliable Implementation of Real Number Algorithms,Reliable Implementation of Real Number Algorithms,proceed
id_Remembering the Future,Remembering the Future,proceed
id_Remote Sensing Image Processing,Remote Sensing Image Processing,proceed
id_Rendering Techniques,Rendering Techniques,proceed
id_Rep4NLP@ACL,Rep4NLP@ACL,proceed
id_RepEval@ACL,RepEval@ACL,proceed
id_RepEval@EMNLP,RepEval@EMNLP,proceed
id_RepL4NLP@ACL,RepL4NLP@ACL,proceed
id_RepSys@RecSys,RepSys@RecSys,proceed
id_RepliCHI,RepliCHI,proceed
id_Replicated Data Management for Mobile Computing,Replicated Data Management for Mobile Computing,proceed
id_Replication,Replication,proceed
id_Representation Discovery using Harmonic Analysis,Representation Discovery using Harmonic Analysis,proceed
id_Representation of Multiple-Valued Logic Functions,Representation of Multiple-Valued Logic Functions,proceed
id_Representation, Analysis and Visualization of Moving Objects,Representation, Analysis and Visualization of Moving Objects,proceed
id_Representation, Inclusion, and Innovation,Representation, Inclusion, and Innovation,proceed
id_Representations and Techniques for 3D Object Recognition and Scene Interpretation,Representations and Techniques for 3D Object Recognition and Scene Interpretation,proceed
id_Representing and Reasoning with Qualitative Preferences,Representing and Reasoning with Qualitative Preferences,proceed
id_Reproducibility@SIGCOMM,Reproducibility@SIGCOMM,proceed
id_Repräsentation und Verarbeitung räumlichen Wissens,Repräsentation und Verarbeitung räumlichen Wissens,proceed
id_Requirements Engineering,Requirements Engineering,proceed
id_Requirements Targeting Software and Systems Engineering,Requirements Targeting Software and Systems Engineering,proceed
id_Research Advances in Cloud Computing,Research Advances in Cloud Computing,proceed
id_Research Directions in High-Level Parallel Programming Languages,Research Directions in High-Level Parallel Programming Languages,proceed
id_Research Directions in Object-Oriented Programming,Research Directions in Object-Oriented Programming,proceed
id_Research Directions in Parallel Functional Programming,Research Directions in Parallel Functional Programming,proceed
id_Research Foundations in Object-Oriented and Semantic Database Systems,Research Foundations in Object-Oriented and Semantic Database Systems,proceed
id_Research Infrastructures for Hardware Accelerators,Research Infrastructures for Hardware Accelerators,proceed
id_Research Results of the DICS Program,Research Results of the DICS Program,proceed
id_Research in Computer and Robot Vision,Research in Computer and Robot Vision,proceed
id_Research@Locate,Research@Locate,proceed
id_Researching Learning in Virtual Worlds,Researching Learning in Virtual Worlds,proceed
id_Researching Serendipity in Digital Information Environments,Researching Serendipity in Digital Information Environments,proceed
id_Researching the Future in Information Systems,Researching the Future in Information Systems,proceed
id_Resilience Assessment and Evaluation,Resilience Assessment and Evaluation,proceed
id_Resilience Assessment and Evaluation of Computing Systems,Resilience Assessment and Evaluation of Computing Systems,proceed
id_Resilience of Cyber-Physical Systems,Resilience of Cyber-Physical Systems,proceed
id_Resilient Architecture Design for Voltage Variation,Resilient Architecture Design for Voltage Variation,proceed
id_Resistive Random Access Memory (RRAM),Resistive Random Access Memory (RRAM),proceed
id_Resource Management for Big Data Platforms,Resource Management for Big Data Platforms,proceed
id_Resource-Adaptive Cognitive Processes,Resource-Adaptive Cognitive Processes,proceed
id_Resource-Oriented Architecture Patterns for Webs of Data,Resource-Oriented Architecture Patterns for Webs of Data,proceed
id_Responsive Computer Systems,Responsive Computer Systems,proceed
id_Results and Trends in Theoretical Computer Science,Results and Trends in Theoretical Computer Science,proceed
id_Results of the IMPROVE Project,Results of the IMPROVE Project,proceed
id_Results of the SENSORIA Project,Results of the SENSORIA Project,proceed
id_Rethinking Productivity in Software Engineering,Rethinking Productivity in Software Engineering,proceed
id_Rethinking Quaternions,Rethinking Quaternions,proceed
id_Reversibility and Universality,Reversibility and Universality,proceed
id_Reversible Digital Watermarking: Theory and Practices,Reversible Digital Watermarking: Theory and Practices,proceed
id_Revised Papers from MDM/KDD and PAKDD/KDMCD,Revised Papers from MDM/KDD and PAKDD/KDMCD,proceed
id_Revised Report on the Algorithmic Language Algol 68,Revised Report on the Algorithmic Language Algol 68,proceed
id_Revolutionizing Education with Digital Ink,Revolutionizing Education with Digital Ink,proceed
id_Rewriting, Computation and Proof,Rewriting, Computation and Proof,proceed
id_RiCeRcA@AI*IA,RiCeRcA@AI*IA,proceed
id_RiCeRcA@Ai*iA,RiCeRcA@Ai*iA,proceed
id_RiE,RiE,proceed
id_RiTA,RiTA,proceed
id_Richard Tapia Celebration of Diversity in Computing Conference,Richard Tapia Celebration of Diversity in Computing Conference,proceed
id_Rigorous Methods for Software Construction and Analysis,Rigorous Methods for Software Construction and Analysis,proceed
id_Rigorous Object-Oriented Methods,Rigorous Object-Oriented Methods,proceed
id_RiiSS,RiiSS,proceed
id_RoCHI,RoCHI,proceed
id_RoMoCo,RoMoCo,proceed
id_RoSE@ICSE,RoSE@ICSE,proceed
id_RobVis,RobVis,proceed
id_RoboCup,RoboCup,proceed
id_RoboNLP@ACL,RoboNLP@ACL,proceed
id_RoboSoft,RoboSoft,proceed
id_Robophilosophy,Robophilosophy,proceed
id_Robophilosophy/TRANSOR,Robophilosophy/TRANSOR,proceed
id_Robot Learning from Human Teachers,Robot Learning from Human Teachers,proceed
id_Robot Navigation,Robot Navigation,proceed
id_Robotic Systems for Handling and Assembly,Robotic Systems for Handling and Assembly,proceed
id_Robotics and Applications,Robotics and Applications,proceed
id_Robotics and Cognitive Approaches to Spatial Mapping,Robotics and Cognitive Approaches to Spatial Mapping,proceed
id_Robotics: Science and Systems,Robotics: Science and Systems,proceed
id_Robust Communication Networks: Interconnection and Survivability,Robust Communication Networks: Interconnection and Survivability,proceed
id_Robust Control of DC-DC Converters,Robust Control of DC-DC Converters,proceed
id_Robust Query Processing,Robust Query Processing,proceed
id_Robust Speech Recognition of Uncertain or Missing Data,Robust Speech Recognition of Uncertain or Missing Data,proceed
id_Robust and Approximative Algorithms an Particular Graph Classes,Robust and Approximative Algorithms an Particular Graph Classes,proceed
id_Robust and Online Large-Scale Optimization,Robust and Online Large-Scale Optimization,proceed
id_Robustness in Econometrics,Robustness in Econometrics,proceed
id_Robustness in Identification and Control,Robustness in Identification and Control,proceed
id_Rough Sets and Current Trends in Computing,Rough Sets and Current Trends in Computing,proceed
id_Rough Sets and Intelligent Systems (1),Rough Sets and Intelligent Systems (1),proceed
id_Rough Sets and Intelligent Systems (2),Rough Sets and Intelligent Systems (2),proceed
id_Rough-Neural Computing: Techniques for Computing with Words,Rough-Neural Computing: Techniques for Computing with Words,proceed
id_RuSCDays,RuSCDays,proceed
id_RuSSIR,RuSSIR,proceed
id_Rule Extraction from Support Vector Machines,Rule Extraction from Support Vector Machines,proceed
id_Rule Languages for Interoperability,Rule Languages for Interoperability,proceed
id_RuleApps,RuleApps,proceed
id_RuleML,RuleML,proceed
id_RuleML (2),RuleML (2),proceed
id_RuleML (Supplement),RuleML (Supplement),proceed
id_RuleML America,RuleML America,proceed
id_RuleML America (2),RuleML America (2),proceed
id_RuleML Challenge,RuleML Challenge,proceed
id_RuleML Europe,RuleML Europe,proceed
id_RuleML+RR,RuleML+RR,proceed
id_RuleML+RR (Supplement),RuleML+RR (Supplement),proceed
id_Rules in Database Systems,Rules in Database Systems,proceed
id_Runtime Verification,Runtime Verification,proceed
id_Runtime Verification, Diagnosis, Planning and Control for Autonomous Systems,Runtime Verification, Diagnosis, Planning and Control for Autonomous Systems,proceed
id_RÉCITAL,RÉCITAL,proceed
id_S+SSPR,S+SSPR,proceed
id_S-BPM ONE,S-BPM ONE,proceed
id_S-BPM ONE (Scientific Research),S-BPM ONE (Scientific Research),proceed
id_S-BPM ONE Application Studies,S-BPM ONE Application Studies,proceed
id_S-BPM in the Wild, Practical Value Creation,S-BPM in the Wild, Practical Value Creation,proceed
id_S-CUBE,S-CUBE,proceed
id_S-CUBE Book,S-CUBE Book,proceed
id_S-Cube@ICSE,S-Cube@ICSE,proceed
id_S3,S3,proceed
id_S3@MobiCom,S3@MobiCom,proceed
id_S4BioDiv@ISWC,S4BioDiv@ISWC,proceed
id_S4SC,S4SC,proceed
id_S4SC@ISWC,S4SC@ISWC,proceed
id_SA,SA,proceed
id_SAAIP@IJCAI,SAAIP@IJCAI,proceed
id_SAAKM,SAAKM,proceed
id_SAAKM@ECAI,SAAKM@ECAI,proceed
id_SAAM@ISWC,SAAM@ISWC,proceed
id_SAAW@ISWC,SAAW@ISWC,proceed
id_SAB,SAB,proceed
id_SAB ABiALS,SAB ABiALS,proceed
id_SAC,SAC,proceed
id_SAC (1),SAC (1),proceed
id_SAC (2),SAC (2),proceed
id_SACH,SACH,proceed
id_SACI,SACI,proceed
id_SACMAT,SACMAT,proceed
id_SAD/CrowdBias@HCOMP,SAD/CrowdBias@HCOMP,proceed
id_SADFE,SADFE,proceed
id_SADPI,SADPI,proceed
id_SAFA@COMMA,SAFA@COMMA,proceed
id_SAFECOMP,SAFECOMP,proceed
id_SAFECOMP Workshops,SAFECOMP Workshops,proceed
id_SAG,SAG,proceed
id_SAGA,SAGA,proceed
